customerID,DOB,Gender,State,PinCode,transactionDate,store_code,store_description,till_no,transaction_number_by_till,promo_code,promotion_description,product_code,product_description,sales,discountUsed
BBID_20455969,20-10-1997,female,Punjab,141001,16-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,26802,1121688,INZ SHOP FOR 999 GET 100 RS OF CMS NZ EX,301015582,DEEP FRY 6,139.08,Payback
BBID_20455974,17-02-1987,male,Punjab,141002,22-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,27672,NONPROMO,,108035436,THUMS-UP SOFT DRINK 2L,85,Payback
BBID_20455979,09-11-1950,male,Punjab,141002,12-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,1,36836,NONPROMO,,108100183,KIWI GREEN LOOSE,53.7,Payback
BBID_20456026,13-07-1988,male,Punjab,141002,05-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,7,34865,NONPROMO,,300826062,KURKURE ASSORTED LARGE 3*100g OP,48,Payback
BBID_20456463,28-06-1992,female,Punjab,560008,25-02-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,3,80885,NONPROMO,,300380712,YAKULT FLAVOURED MILK PROBIOTIC BT 5*65m,60,Payback
BBID_20456683,06-05-1987,male,Punjab,141003,13-08-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,9,31339,NONPROMO,,108007157,BORO PLUS ANTISEPTIC CREAM 40m,48,Payback
BBID_20456706,06-05-1991,male,Punjab,141008,28-10-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,9,36506,NONPROMO,,300667896,SUNFEAST NOODLE YIPPEE MAGIC MASALA 70g,30,Payback
BBID_20456711,25-01-1983,male,Punjab,141001,12-10-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,67007,NONPROMO,,108026497,KNORR SOUP CLASSIC THICK TOMATO 53g,50,Payback
BBID_20456743,03-07-1990,male,Punjab,141005,10-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,1,86451,NONPROMO,,300313480,QUAKER OAT OATMEAL 400G,78,Payback
BBID_20456800,21-01-1983,female,Punjab,142029,20-10-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,68605,NONPROMO,,108038779,LIMCA SOFT DRINK 2L,85,Payback
BBID_20456887,08-03-1972,male,Punjab,141116,08-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,9,24652,NONPROMO,,108001129,GH DAILY WHO SPICE JEERA 500g,0,Payback
BBID_20456954,20-09-1990,male,Punjab,125001,15-08-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,55834,NONPROMO,,108030064,PARLE BIS GLUCOSE 140g,20,Payback
BBID_20456954,20-09-1990,male,Punjab,125001,12-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,43376,NONPROMO,,1000158186,TTRT BRD TOST SUJI 2*200g+BUTR 1*200g OP,80,Payback
BBID_20456964,26-11-1976,male,Punjab,141003,19-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,2,36977,1137692,NZ B2G1 FREE ASSORTED STAPLES REG NZ EXC,108000959,GH DAILY WHO SPICE BIG SAUNF 100g,0,Payback
BBID_20456974,15-02-1960,male,Punjab,141001,21-08-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,10,19612,1158441,HO 15 RS OFF N.I.NAMKEENS MCV AUG AZ,1000453036,KURKURE NAMK MOONG DAL 140g,20,Payback
BBID_20456988,02-12-1949,male,Punjab,142022,26-03-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,5046,NONPROMO,,108020526,BRITANNIA BISC MARIE GOLD 250g,30,Payback
BBID_20457018,20-10-1980,male,Punjab,141003,06-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,7,90500,NONPROMO,,1.00E+12,"ZRFR-3161-316L-FS-TH, 0-3, ASSORTED",150,Payback
BBID_20457018,20-10-1980,male,Punjab,141003,05-11-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,7,60359,NONPROMO,,108000944,GH DAILY WHO SPICE AJWAIN 200g,123,Payback
BBID_20457018,20-10-1980,male,Punjab,141003,27-12-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,2,62240,1226953,IN 5% DISC MINIMUM NEW INDIA SALE,300758636,MAGGI SAUCE IMLI PICHKOO PP 80G,38,Payback
BBID_20457273,13-03-1963,male,Punjab,141007,03-07-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,29813,NONPROMO,,106054799,02000199NQ Longbook SB SL 148p,45,Payback
BBID_20457310,05-03-1978,male,Punjab,151204,14-03-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,2152,NONPROMO,,108000911,RICE SONA MASOORI PREMIUM LOOSE,61.66,Payback
BBID_20457377,03-08-1982,male,Punjab,141004,28-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,3,37275,NONPROMO,,108035036,TAJMAHAL CTC TEA BX 250g,108,Payback
BBID_20457387,15-05-1996,male,Punjab,141001,03-08-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,53018,NONPROMO,,108037568,SUGAR MEDIUM LOOSE,47.8,Payback
BBID_20457392,04-07-1994,male,Punjab,141001,26-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,28451,1140519,HO 50 %OFF SINGLE BED LINEN REG AZ EXC,1.00E+12,"AW15A-CV SGL Bedset, DSN-07, SKY BLUE",449.5,Payback
BBID_20457397,01-01-1984,male,Punjab,141006,11-10-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,4,56344,NONPROMO,,1000498308,Cotton Oval Mat-30x50cm,69,Payback
BBID_20457440,20-07-1980,male,Punjab,141003,26-03-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,11,90402,NONPROMO,,108017244,VIM UTENSL BAR 80g,30,Payback
BBID_20457441,01-08-1968,male,Punjab,208001,26-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,1,82838,NONPROMO,,108100281,BRINJAL ROUND SMALL PURPLE LOOSE,15.34,Payback
BBID_20457455,04-10-1980,male,Punjab,141003,08-09-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,1,49601,NONPROMO,,300938813,BONN BREAD PRIME TIME BROWN PP 400g,25,Payback
BBID_20457457,07-05-1983,male,Punjab,141204,27-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,1,90852,NONPROMO,,300233662,Flora Bucket 25 Ltrs.,315,Payback
BBID_20457466,20-06-1979,male,Punjab,141001,16-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,10445,1276523,AZ TS2000 GET 500 RS OFF REG BB Shirt 2,1.00E+12,"LECB-0010-01-A-45-KC-PL-AL, XL, ROYAL",269.53,Payback
BBID_20457473,18-03-1957,female,Punjab,141003,25-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,2,68038,NONPROMO,,300938813,BONN BREAD PRIME TIME BROWN PP 400g,25,Payback
BBID_20457510,13-09-1992,female,Punjab,141003,01-07-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,3,37568,NONPROMO,,108015369,SCOTCH BRI UTENSL SRB SUP SAVER,40,Payback
BBID_20457510,13-09-1992,female,Punjab,141003,18-08-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,4,48493,NONPROMO,,300600739,HALDIRAM NAMKEEN ALOO BHUJIA PP 400g,87,Payback
BBID_20457517,22-08-1990,female,Punjab,141012,23-03-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,4318,1267805,IZ B1G1 @100 %DIS REG LUNCH CONTAINERS,300027850,265 SWASH CARD 20*,0,Payback
BBID_20457601,15-03-1980,male,Punjab,141104,15-09-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,7,52782,NONPROMO,,1000582957,PARLE MILANO CENTRE FILLED 3*75g OP,70,Payback
BBID_20457602,07-04-1985,male,Punjab,141001,11-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,11,98085,NONPROMO,,1000732955,MCVITIES CRMBIS DOUBLEE CREAM PP 100g,20,Payback
BBID_20457616,27-11-1974,male,Punjab,141001,04-12-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,44686,NONPROMO,,108026133,KELLOGS CORNFLAKE 100G,40,Payback
BBID_20457655,19-11-1984,female,Punjab,142033,22-09-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,63295,1120083,HO100% PAYBACK BB/FB/FBB/EASY DAY AZ EXC,300781593,PB Card FVRL,0,Payback
BBID_20457718,06-06-1981,female,Punjab,141006,21-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,23738,NONPROMO,,300654825,BIKANO ASSORTED DIET COMBI 3*65g,99,Payback
BBID_20457723,14-09-1983,male,Punjab,141117,20-09-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,1,51474,1178665,HO 99 FLAT TOYS REG AZ EXC,1000036301,CHESS,99,Payback
BBID_20457738,13-10-1981,male,Punjab,141002,19-11-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,9,39221,NONPROMO,,300653598,CRMT ALUMINIUM FOIL 9MTR PACK OF 3,139,Payback
BBID_20457739,13-12-1992,male,Punjab,110033,19-03-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,4,66774,NONPROMO,,108000184,CATCH READYMIX CHAT BT 100g,55,Payback
BBID_20457750,15-07-1994,male,Punjab,141008,04-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,18543,NONPROMO,,108000372,DHAMPUR SUGAR PP 5Kg,249,Payback
BBID_20457763,13-07-1986,male,Punjab,141010,22-10-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,69130,NONPROMO,,300098238,TOPS SAUCE SNACK CLASSIC BT 500g,60,Payback
BBID_20457766,23-11-1993,male,Punjab,141001,27-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,1,90831,NONPROMO,,300911265,APPLE ROYAL GALA LOOSE,286.75,Payback
BBID_20457766,23-11-1993,male,Punjab,141001,24-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,24444,NONPROMO,,1000594760,MAGGI NDL HOT CUPPA BBQ PEPPER CUP 70g,100,Payback
BBID_20457928,18-11-1996,male,Punjab,141001,19-02-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,96321,NONPROMO,,300141834,CHAIRPAD -  40cm x 40cm,220,Payback
BBID_20457940,18-02-1984,male,Punjab,141001,11-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,3,72090,1233283,IZ 6% DISC WED FOOD EXC,108016073,SUNSILK SHAMPOO PINK THICK & LONG 340m,183.3,Payback
BBID_20458045,28-05-1993,male,Punjab,141001,07-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,4,76595,1283334,IN 155 FLAT REG N.I.Namkeens,300432189,BIKANO NI NAMK ALOO BHUJIA PP 1K,155,Payback
BBID_20458325,18-11-1993,female,Punjab,141001,28-12-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,82662,1228643,IZ 6% DISC WED FOOD EXC,300692768,WHISPER PAD MAXI NIGHT XL WG HVFLOW 15P,171.08,Payback
BBID_20458334,30-10-1994,female,Punjab,141109,30-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,3,88423,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,7,Payback
BBID_20458465,22-03-1973,female,Punjab,141002,06-08-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,53597,1165317,HO 20 %OFF FB- WAFERS&NAMKEENS REG AZ EX,1000257341,PARLE SNK MEXITOS NACHO CLASC SALTED 30g,16,Payback
BBID_20458466,15-12-1983,,Punjab,141001,19-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,27205,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,14,Payback
BBID_20458471,16-05-1983,male,Punjab,141008,09-07-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,48645,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,7,Payback
BBID_20458502,18-03-1990,,Punjab,141002,25-06-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,28288,NONPROMO,,1000568799,GARNIER SHMP UB SOY MILK&ALM BT 175ml,120,Payback
BBID_20458531,31-08-1994,male,Punjab,141001,08-03-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,951,NONPROMO,,108000656,MOONG DAL SPLIT PREM LOOSE,37.88,Payback
BBID_20458532,04-11-1984,male,Punjab,141002,10-07-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,4,41532,NONPROMO,,1000564585,WB-1118 6 pcs Baby Fork Set,65,Payback
BBID_20458573,15-10-1990,male,Punjab,141008,17-07-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,31786,NONPROMO,,108023933,FUN FOODS MAYONNAISE VEG EGGLESS 275g,237,Payback
BBID_20458588,20-05-1980,male,Punjab,141001,03-07-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,29780,NONPROMO,,108007926,CLMT GLASS & HHLD CLEANER 500M,65,Payback
BBID_20459954,12-02-1973,female,Punjab,141002,21-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,10,26712,NONPROMO,,300939300,HARPIC POW PLS ORGL 2*1L+HARPIC 500ml OP,296,Payback
BBID_20459957,01-01-1982,male,Punjab,141001,17-09-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,1,50914,1186462,HO 5 %OFF STAPLES REG AZ,108000190,CATCH POW SPICE GARAM MASALA BX 100g,71.25,Payback
BBID_20459980,21-08-1986,male,Punjab,141105,09-02-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,93977,NONPROMO,,300849030,DREAM FLOWER BODY BRUSH,49,Payback
BBID_20459993,18-01-1981,male,Punjab,141001,03-09-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,7,51152,NONPROMO,,108000704,GH DAILY TUR DAL SPLIT PREM 1kg,137,Payback
BBID_20460019,30-12-1984,male,Punjab,141003,01-08-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,6,23199,NONPROMO,,300481738,MAGGI NDL MERI MASALA PP 560g,89,Payback
BBID_20460043,10-04-1968,female,Punjab,141001,28-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,16597,1293894,AZ 60 %DIS REG Double Bed Linen Set,1.00E+12,"PRJ17-Raymond LD DBL, DSN-01, WINE",599.6,Payback
BBID_20460045,29-01-1961,,Punjab,148021,06-09-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,38199,NONPROMO,,300572517,GH FORTIFIED CHAKKI FRESH ATTA 10Kg,298,Payback
BBID_20460048,19-11-1995,male,Punjab,141003,21-09-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,11,53329,NONPROMO,,108002302,PH CHAWALI BLACK EYE BEAN PP 500g,67,Payback
BBID_20460052,01-07-1992,male,Punjab,141008,11-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,7,96944,NONPROMO,,108001062,GH DAILY WHO SPICE BLACK CARDAMM 50g,110,Payback
BBID_20460053,25-11-1980,male,Punjab,141001,13-11-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,2,54832,NONPROMO,,300045296,APPY FIZZ SOFT DRINK FIZZ 1L,58,Payback
BBID_20460057,21-02-1968,,Punjab,142054,02-03-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,2,75141,1259714,"IZ 1@18,2@45 RS OFF REG Nectar",108035977,TROPICANA NECTAR GUAVA 1L,81,Payback
BBID_20460111,05-12-1992,female,Punjab,134109,11-08-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,34789,1165757,HO 299 FLAT STORAGE NEEDS REG AZ EXC,1000584925,S.S. 4 Bowl Set,299,Payback
BBID_20460238,30-03-1978,male,Punjab,133001,31-07-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,4,44584,NONPROMO,,1.00E+12,"DLT-0011-AM-ARIZONA-CS, XXL, POWDER PINK",0,Payback
BBID_20460809,23-07-1994,female,Punjab,141105,19-07-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,1,41459,NONPROMO,,1000069453,AFL-MENS-CAP,0,Payback
BBID_20460812,07-05-1975,male,Punjab,141003,22-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,1,67446,NONPROMO,,1000638372,Nov'16 S.Card.Heatr,0.01,Payback
BBID_20460830,31-01-1992,female,Punjab,141002,16-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,1,66117,NONPROMO,,108020428,BRITANNIA BIS PRM SUJI RUSK 200g,28,Payback
BBID_20460864,22-08-1987,male,Punjab,141007,22-07-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,1,42038,1120083,HO100% PAYBACK BB/FB/FBB/EASY DAY AZ EXC,300781593,PB Card FVRL,0,Payback
BBID_20460918,14-10-1992,male,Punjab,136118,09-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,1,65065,NONPROMO,,300932086,AKARSHIT NAMK ROASTED GREEN CHANNA 150g,80,Payback
BBID_20460963,22-03-1964,female,Punjab,142021,16-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,10498,4020,Ex200,1.00E+12,"Welspun Ultima BT, 70CM X 1.4 M, Ceramic",522.07,Payback
BBID_20460967,19-12-1996,female,Punjab,141001,21-07-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,3,41757,NONPROMO,,1000059911,BOTTLE GOURD ROUND,19.77,Payback
BBID_20463840,07-08-1993,male,Punjab,141109,28-12-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,1,63270,1228643,IZ 6% DISC WED FOOD EXC,1000158260,RR CHIKKI CHANA GACHAK PP 300g,94,Payback
BBID_20464061,08-08-1985,female,Punjab,141120,27-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,3,87688,1282726,IZ 20 %DIS PHS French Fries,1000059367,MCCAIN FRENCH FRIES VARIETY PACK PP 550g,112,Payback
BBID_20464705,24-02-1989,male,Punjab,141001,12-12-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,78986,NONPROMO,,300774665,Scotch-Brite Jet Scrubber Brush,120,Payback
BBID_20464705,24-02-1989,male,Punjab,141001,12-12-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,78986,NONPROMO,,108000628,GH MASOOR DAL BLACK WHOLE 500g,53,Payback
BBID_20464732,12-05-1992,male,Punjab,141016,13-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,9628,NONPROMO,,108037490,0TH PULSE CHANA RED LOOSE,184.73,Payback
BBID_20464735,05-06-1974,male,Punjab,141001,21-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,4,84269,NONPROMO,,108100362,ONION LOOSE,27.19,Payback
BBID_20464807,28-01-1976,male,Punjab,140012,08-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,4,60505,NONPROMO,,108004100,FRESH&PURE COW GHEE PP 1L,1704,Payback
BBID_20464811,15-08-1991,male,Punjab,141102,12-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,1,96184,NONPROMO,,1000369734,AKARSHIT NAMK RAITA BOONDI CURYPATA 300g,170,Payback
BBID_20464811,15-08-1991,male,Punjab,141102,28-11-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,3,65330,NONPROMO,,300173931,LIFEBUOY SOAP TOTAL10 3*100g,116,Payback
BBID_20464868,09-05-1988,male,Punjab,141002,09-10-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,66426,1193371,NZ 32 FLAT REG N.I.Namkeens,1000082181,RR NAMK NAVRATRA KUTTU MIXTURE PP 150g,32,Payback
BBID_20464946,18-03-1979,female,Punjab,141001,25-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,8,50959,1235974,BDIZ B2G1 @100 %DIS BDJ Fruit Based Juic,1000574106,PAPER BOAT JUICE AAMRAS TP 500ml,110,Payback
BBID_20464962,26-12-1970,male,Punjab,141002,01-03-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,7,82986,1262593,IZ 6% DISC WED FOOD EXC PF,300616591,MAGGI INST PASTA PAZZTA MASALA PENNE 65g,47,Payback
BBID_20464976,07-03-1987,male,Punjab,141117,17-02-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,95747,NONPROMO,,108000613,GH CHAWLI WHITE 1kg,95,Payback
BBID_20465012,07-02-1988,male,Punjab,141013,30-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,4,75064,NONPROMO,,1.00E+12,"PBGTS-0170-KN-Hearts-11, 6-12, BABY PINK",99,Payback
BBID_20465030,14-04-1997,,Punjab,148023,26-11-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,3,64939,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,7,Payback
BBID_20465559,11-07-1986,male,Punjab,144001,04-03-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,8,58406,NONPROMO,,300163978,PEDIASURE COMPLETE CHOCOLATE JR 400g,525,Payback
BBID_20466527,06-10-1968,female,Punjab,141003,24-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,8,50893,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,14,Payback
BBID_20466528,09-12-1983,male,Punjab,141001,16-12-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,9,42921,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,7,Payback
BBID_20466532,05-05-1986,male,Punjab,141013,20-11-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,1,59630,NONPROMO,,300362583,THUMS UP SOFT DRINK  PET 1.25L,60,Payback
BBID_20466565,16-09-1972,female,Punjab,141001,24-08-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,4,49423,NONPROMO,,300600897,LOREAL SHMP HAIR EXP COLOUR PROTECT 175m,120,Payback
BBID_20466568,04-07-1982,male,Punjab,140008,25-08-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,5,57883,NONPROMO,,300097749,MDH POW SPICE TURMERIC 200g,49,Payback
BBID_20466603,15-11-1951,male,Punjab,141001,04-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,9,56850,NONPROMO,,108100328,GINGER,19.75,Payback
BBID_20466627,15-12-1988,male,Punjab,141007,25-09-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,7,53396,NONPROMO,,300941994,GH FRUIT N NUT KAJU REGULAR 500g,459,Payback
BBID_20469199,11-10-1983,male,Punjab,141001,13-02-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,7,79563,NONPROMO,,108100362,ONION LOOSE,94.72,Payback
BBID_20469201,01-05-1994,male,Punjab,141003,23-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,12044,1275447,IZ 199 FLAT REG GLASS TUMBLERS/SETS,1000474790,Chanelli Flair Water Glass 6pcs,199,Payback
BBID_20469234,06-09-1990,female,Punjab,141001,22-11-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,42940,1213777,IZ 5 %DIS MIX LOB,1000454681,NATURE CHOICE ROASTED&SALTED CASHEW 200g,285,Payback
BBID_20469234,06-09-1990,female,Punjab,141001,22-11-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,8,42940,1213777,IZ 5 %DIS MIX LOB,300680079,SUNFEAST BIS DARK FANTASY CHOCO FILS 75g,28.5,Payback
BBID_20469258,06-03-1966,female,Punjab,141001,26-12-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,2,61997,1226455,AZ 5% DISC MINIMUM NEW INDIA SALE ASSORT,300637812,LIFEBUOY HAND SANITIZER TOTAL10 50ml,57,Payback
BBID_20469261,14-12-1982,female,Punjab,141001,25-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,10,27398,NONPROMO,,108100294,Carrot English Loose,25.76,Payback
BBID_20469261,14-12-1982,female,Punjab,141001,27-12-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,1,63100,NONPROMO,,108100296,CAULIFLOWER,8.37,Payback
BBID_20469263,09-11-1961,female,Punjab,141001,29-12-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,1,63487,1227322,IN 5% DISC MINIMUM NEW INDIA SALE,108001062,GH DAILY WHO SPICE BLACK CARDAMM 50g,148.2,Payback
BBID_20469324,26-01-1980,male,Punjab,141003,16-04-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,9,58894,1275827,"IZ 1@6,2@15 RS OFF REG FRUIT BASED JUICE",1000038506,PAPER BOAT JUICE JAMUN KALA KHATTA 250ml,65,Payback
BBID_20469332,30-04-1994,female,Punjab,141001,26-11-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,7,64338,1120083,HO100% PAYBACK BB/FB/FBB/EASY DAY AZ EXC,300781593,PB Card FVRL,0,Payback
BBID_20469412,20-08-1954,male,Punjab,141010,27-11-2016,3692,BB-LUDHIANA-FEROZEPUR-MF,7,64477,1213777,IZ 5 %DIS MIX LOB,300810083,KNORR SOUP HONGKONG MANCHOW NDL 46g,54.62,Payback
BBID_20469455,19-07-1988,female,Punjab,110015,17-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,4,79227,NONPROMO,,1000582495,MAGGI NDL HOT HEADS PERI PERI PP 71g,20,Payback
BBID_20469551,16-08-1984,female,Punjab,141001,06-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,18913,1295896,IZ 10 %DIS REG Gift Sets,1000454929,Almn Kadai- 12,351,Payback
BBID_20469635,22-11-1996,male,Punjab,142027,01-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,2,95229,NONPROMO,,108000221,CATCH POW SPICE TURMERIC PP 100g,26,Payback
BBID_20469637,23-03-1988,female,Punjab,141001,01-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,3,92824,NONPROMO,,300960019,GH POW SPICE TURMERIC 100g,30,Payback
BBID_20469638,26-04-1985,male,Punjab,141001,01-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,1,92359,1262224,AZ SHOP 750 GET 250 RS OFF CMS JUNE,108100306,CORIANDER,10.33,Payback
BBID_20469644,26-03-1997,male,Punjab,141001,03-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,3,93324,NONPROMO,,1.00E+12,"LECB-0010-L1-A-45-LN-PL-AL, XL, BLACK",500,Payback
BBID_20469662,31-07-1989,,Punjab,141001,19-06-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,5,22968,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,7,Payback
BBID_20469820,14-05-1984,male,Punjab,141001,12-02-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,9,49368,NONPROMO,,1000446560,PATANJALI SOANPAPDI ELAICHI 500g,105,Payback
BBID_20469820,14-05-1984,male,Punjab,141001,09-02-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,11,78606,NONPROMO,,300979377,BRITANNIA COOKIES GDAY BUTTER PP 250g,30,Payback
BBID_20469840,06-07-1970,female,Punjab,141013,26-01-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,2,68233,1235394,BDIZ BXGY FLAT BDJ Tava,1000159996,Alu Pr Cooker IL - 3Ltr - IB - Favourite,519,Payback
BBID_20469946,10-11-1973,male,Punjab,141001,20-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,1,89024,NONPROMO,,1.00E+12,"PBGSH-4171-KN-SH-01-A-HL-SA, 3-6, PINK",199,Payback
BBID_20469960,13-02-1970,female,Punjab,141003,26-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,11,1220,NONPROMO,,1.00E+12,"DJWV-0010-KM-401-SO-BB, XXL, RED",399,Payback
BBID_20470012,31-07-1986,female,Punjab,141004,17-05-2017,3692,BB-LUDHIANA-FEROZEPUR-MF,8,68921,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,7,Payback
